AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
10125,AAL,Aalborg Airport,57.09305556,9.85000000
10125,AAL,Aalborg Airport,57.09416667,9.85583333
10126,AAM,Malamala,-24.81694444,31.54416667
10126,AAM,Malamala,-24.80833333,31.54166667
10127,AAN,Al Ain International,24.26166667,55.60916667
10127,AAN,Al Ain International,24.26166667,55.60916667
10127,AAN,Al Ain International,24.26194444,55.60750000
10128,AAO,Anaco Airport,9.43000000,-64.47083333
10128,AAO,Anaco Airport,9.43000000,-64.47083333
10128,AAO,Anaco Airport,9.43027778,-64.47083333
10128,AAO,Anaco Airport,9.43027778,-64.47083333
10128,AAO,Anaco Airport,9.43194444,-64.46388889
10129,AAQ,Anapa Airport,45.00222222,37.34722222
10129,AAQ,Vityazevo,44.90000000,37.31666667
10129,AAQ,Vityazevo,45.00222222,37.34722222
10129,AAQ,Vityazevo,45.00222222,37.34722222
10130,AAR,Aarhus Airport,56.30000000,10.61888889
10130,AAR,Tirstrup,56.30388889,10.62000000
10130,AAR,Tirstrup,56.31027778,10.61805556
10131,AAU,Asau W Sam,-13.51666667,-172.65000000
10132,AAX,Araxa Airport,-19.56805556,-46.92916667
10132,AAX,Araxa Airport,-19.56333333,-46.96027778
10132,AAX,Romeu Zema,-19.56333333,-46.96027778
10134,ABD,Abadan Airport,30.36527778,48.23305556
10134,ABD,Abadan Airport,30.36611111,48.23222222
10134,ABD,Abadan Airport,30.36611111,48.23222222
10135,ABE,Lehigh Valley International,40.65222222,-75.44055556
10135,ABE,Lehigh Valley International,40.65222222,-75.44055556
10135,ABE,Lehigh Valley International,40.65222222,-75.44027778
10135,ABE,Lehigh Valley International,40.65222222,-75.44027778
10135,ABE,Lehigh Valley International,40.65250000,-75.44027778
10135,ABE,Lehigh Valley International,40.65472222,-75.43833333
10136,ABI,Abilene Regional,32.40944444,-99.67972222
10136,ABI,Abilene Regional,32.41111111,-99.68166667
10136,ABI,Abilene Regional,32.41138889,-99.68194444
10137,ABJ,Abidjan Felix Houphouet Boigny International,5.25555556,-3.92916667
10137,ABJ,Abidjan Felix Houphouet Boigny International,5.26138889,-3.92583333
10137,ABJ,Abidjan Felix Houphouet Boigny International,5.26138889,-3.92583333
10137,ABJ,Felix Houphouet Boigny Abidjan,5.26138889,-3.92583333
10137,ABJ,Felix Houphouet Boigny Abidjan International,5.26138889,-3.92583333
10137,ABJ,Felix Houphouet Boigny Abidjan International,5.26138889,-3.92583333
10138,ABK,Kabri Dar Airport,6.73388889,44.26611111
10138,ABK,Kebri Dahar,6.73277778,44.24138889
10138,ABK,Kebri Dahar,6.73277778,44.24138889
10138,ABK,Kebri Dahar,6.73277778,44.24166667
10138,ABK,Kebri Dahar,6.73277778,44.24166667
10139,ABL,Ambler River,67.08750000,-157.84583333
10140,ABQ,Albuquerque International Sunport,35.03888889,-106.60833333
10140,ABQ,Albuquerque International Sunport,35.03888889,-106.60833333
10140,ABQ,Albuquerque International Sunport,35.04027778,-106.60916667
10140,ABQ,Albuquerque International Sunport,35.04027778,-106.60916667
10140,ABQ,Albuquerque International Sunport,35.04166667,-106.60638889
10141,ABR,Aberdeen Regional,45.44666667,-98.42250000
10141,ABR,Aberdeen Regional,45.44666667,-98.42250000
10141,ABR,Aberdeen Regional,45.44833333,-98.42250000
10141,ABR,Aberdeen Regional,45.44916667,-98.42194444
10141,ABR,Aberdeen Regional,45.44916667,-98.42194444
10141,ABR,Aberdeen Regional,45.44972222,-98.42166667
10142,ABS,Abu Simbel Airport,22.37222222,31.61527778
10142,ABS,Abu Simbel Airport,22.37472222,31.60944444
10142,ABS,Abu Simbel Airport,22.37472222,31.60944444
10142,ABS,Abu Simbel Airport,22.37583333,31.61166667
10142,ABS,Abu Simbel Airport,22.37583333,31.61166667
10143,ABT,Al Baha,20.29611111,41.63416667
10143,ABT,Al-Baha Airport,20.29611111,41.63416667
10143,ABT,King Saud Bin Abdulaziz,20.29611111,41.63416667
10143,ABT,King Saud Bin Abdulaziz,20.29611111,41.63416667
10143,ABT,King Saud Bin Abdulaziz,20.29833333,41.63583333
10143,BBH,Al-Baha Airport,20.29611111,41.63416667
10144,ABV,Abuja Nnamdi Azikiwe International,9.00555556,7.26611111
10144,ABV,Abuja Nnamdi Azikiwe International,9.00666667,7.26305556
10144,ABV,Abuja Nnamdi Azikiwe International,9.00666667,7.26305556
10144,ABV,Nnamdi Azikiwe International,9.00666667,7.26305556
10144,ABV,Nnamdi Azikiwe International,9.00666667,7.26305556
10145,ABX,Albury Airport,-36.06833333,146.97666667
10145,ABX,Albury Airport,-36.06777778,146.95805556
10146,ABY,Southwest Georgia Regional,31.53222222,-84.19611111
10146,ABY,Southwest Georgia Regional,31.53555556,-84.19444444
10147,ABZ,Aberdeen Dyce,57.20194444,-2.19777778
10147,ABZ,Aberdeen Dyce,57.20194444,-2.19777778
10147,ABZ,Aberdeen Dyce,57.20250000,-2.19805556
10147,ABZ,Aberdeen Dyce,57.20361111,-2.19916667
10147,ABZ,Aberdeen Dyce,57.20361111,-2.19916667
10147,ABZ,Aberdeen Dyce,57.20416667,-2.19861111
10148,ACA,Acapulco International,16.75722222,-99.75388889
10148,ACA,General Juan N Alvarez International,16.75555556,-99.76694444
10148,ACA,General Juan N Alvarez International,16.75694444,-99.75388889
10149,ACB,Antrim County,44.98472222,-85.19916667
10149,ACB,Antrim County,44.98861111,-85.19833333
10150,ACC,Accra Kotoka International,5.59527778,-0.17083333
10150,ACC,Accra Kotoka International,5.60444444,-0.16750000
10150,ACC,Kotoka International,5.60444444,-0.16750000
10151,ACE,Lanzarote,28.94250000,-13.60472222
10151,ACE,Lanzarote,28.94555556,-13.60527778
10152,ACH,St Gallen Altenrhein,47.48500000,9.56000000
10152,ACH,St Gallen Altenrhein,47.48527778,9.56000000
10153,ACI,Alderney Airport,49.70611111,-2.21472222
10153,ACI,Alderney Airport,49.70611111,-2.21472222
10153,ACI,Alderney Airport,49.70666667,-2.21472222
10153,ACI,Alderney Airport,49.70666667,-2.21472222
10153,ACI,Alderney Airport,49.70666667,-2.21444444
10153,ACI,Alderney Airport,49.70694444,-2.21527778
10153,ACI,Alderney Airport,49.70694444,-2.21472222
10154,ACK,Nantucket Memorial,41.25305556,-70.06027778
10154,ACK,Nantucket Memorial,41.25305556,-70.06027778
10154,ACK,Nantucket Memorial,41.25305556,-70.06000000
10154,ACK,Nantucket Memorial,41.25305556,-70.06000000
10154,ACK,Nantucket Memorial,41.25666667,-70.05972222
10155,ACT,Waco Regional,31.61138889,-97.22861111
10155,ACT,Waco Regional,31.61222222,-97.23027778
10156,ACU,Achutupo Airport,8.43333333,-77.96666667
10157,ACV,Arcata,40.97777778,-124.10833333
10157,ACV,Arcata,40.97805556,-124.10861111
10157,ACV,Arcata,40.97805556,-124.10861111
10157,ACV,Arcata,40.97916667,-124.10750000
10157,ACV,California Redwood Coast Humboldt County,40.97777778,-124.10833333
10157,ACV,California Redwood Coast Humboldt County,40.97777778,-124.10833333
10158,ACY,Atlantic City International,39.45750000,-74.57805556
10158,ACY,Atlantic City International,39.45750000,-74.57722222
10158,ACY,Nafec Atl,39.45666667,-74.57777778
10158,ACY,Nafec Atlantic City,39.45611111,-74.57805556
10159,ADA,Adana International,36.98222222,35.28027778
10159,ADA,Adana Sakirpasa,36.98361111,35.28083333
10160,ADB,Adnan Menderes,38.29222222,27.15583333
10160,ADB,Adnan Menderes,38.29472222,27.16000000
10161,ADC,Andakombe Airport,-7.13722222,145.74500000
10161,ADC,Andakombe Airport,-7.13638889,145.74388889
10161,ADC,Andakombe Airport,-7.13611111,145.74416667
10162,ADD,Bole International,8.97805556,38.79944444
10162,ADD,Haile Selassie I International,8.97805556,38.79944444
10163,ADE,Aden International,12.82777778,45.03055556
10163,ADE,Aden International,12.82944444,45.02888889
10163,ADE,Aden International,12.83444444,45.02888889
10164,ADJ,King Abdullah Ben,31.97222222,35.99000000
10164,ADJ,Marka International,31.97222222,35.99000000
10164,ADJ,Marka International,31.97277778,35.99166667
10165,ADK,Adak,51.87805556,-176.64611111
10165,ADK,Adak,51.87805556,-176.64611111
10165,ADK,Adak,51.87805556,-176.64583333
10165,ADK,Adak,51.88361111,-176.64250000
10165,ADK,Adak,51.88361111,-176.64250000
10165,ADK,Adak NS,51.88277778,-176.64472222
10166,ADL,Adelaide International,-34.94833333,138.53472222
10166,ADL,Adelaide International,-34.94500000,138.53055556
10167,ADM,Ardmore Municipal,34.30305556,-97.01972222
10167,ADM,Ardmore Municipal,34.30388889,-97.02055556
10167,ADM,Ardmore Municipal,34.30388889,-97.02055556
10167,ADM,Ardmore Municipal,34.30416667,-97.02055556
10167,ADM,Ardmore Municipal,34.30416667,-97.02055556
10168,ADN,Andes Airport,5.66666667,-75.88333333
10168,ADN,Andes Airport,5.69777778,-75.88027778
10168,ADN,Andes Airport,5.69777778,-75.88027778
10168,ADN,Andes Airport,5.69805556,-75.87972222
10168,ADN,Andes Airport,5.69805556,-75.87972222
10169,ADO,Andamooka Airport,-30.43777778,137.13722222
10170,ADQ,Kodiak Airport,57.74972222,-152.49388889
10170,ADQ,Kodiak Airport,57.74972222,-152.49388889
10170,ADQ,Kodiak Airport,57.75000000,-152.49388889
10170,ADQ,Kodiak Airport,57.75000000,-152.49388889
10171,ADS,Addison,32.96833333,-96.83611111
10171,ADS,Addison,32.96861111,-96.83638889
10172,ADW,Andrews AFB,38.81083333,-76.86722222
10172,ADW,Andrews AFB,38.81083333,-76.86694444
10172,ADW,Andrews AFB,38.81083333,-76.86694444
10172,ADW,Joint Base Andrews,38.81083333,-76.86694444
10172,ADW,Joint Base Andrews,38.81083333,-76.86694444
10173,ADX,RAF Leuchars,56.37277778,-2.86861111
10173,ADX,RAF Leuchars,56.37277778,-2.86833333
10173,ADX,RAF Leuchars,56.37277778,-2.86833333
10173,ADX,RAF Leuchars,56.37416667,-2.86861111
10173,ADX,RAF Leuchars,56.37416667,-2.86861111
10174,ADZ,Gustavo Rojas Pinilla,12.58361111,-81.71138889
10174,ADZ,San Andres,12.58333333,-81.70000000
10174,ADZ,Sesquicentenario,12.58305556,-81.71166667
10175,DHF,Al Dhafra Air Base,24.24833333,54.54777778
10176,AED,Aleneva Airport,58.03333333,-152.90000000
10177,AEG,Aek Godang,1.40000000,99.43055556
10178,AEH,Abeche Airport,13.84694444,20.84361111
10178,AEH,Abeche Airport,13.84750000,20.84333333
10178,AEH,Abeche Airport,13.85138889,20.85083333
10180,AEO,Aioun El Atrouss Airport,16.70916667,-9.63555556
10180,AEO,Aioun El Atrouss Airport,16.71138889,-9.63777778
10181,AEP,Aeroparque Jorge Newbery,-34.55916667,-58.41583333
10181,AEP,Aeroparque Jorge Newbery,-34.55888889,-58.41583333
10182,AER,Adler/Sochi Airport,43.45000000,39.93333333
10182,AER,Adler/Sochi Airport,43.45000000,39.93333333
10183,AES,Alesund,62.56027778,6.11027778
10183,AES,Vigra,62.56027778,6.11027778
10183,AES,Vigra,62.56111111,6.11416667
10183,AES,Vigra,62.56250000,6.10527778
10184,AET,Allakaket Airport,66.55194444,-152.62222222
10184,AET,Allakaket Airport,66.56166667,-152.65833333
10185,AEX,Alexandria International,31.32750000,-92.54861111
10185,AEX,England AFB,31.32416667,-92.54694444
10186,AEY,Akureyri Airport,65.65666667,-18.07194444
10186,AEY,Akureyri Airport,65.65666667,-18.07194444
10186,AEY,Akureyri Airport,65.65694444,-18.07222222
10186,AEY,Akureyri Airport,65.66000000,-18.07277778
10186,AEY,Akureyri Airport,65.66000000,-18.07277778
10188,AFA,San Rafael Airport,-34.58916667,-68.40055556
10188,AFA,San Rafael Airport,-34.58861111,-68.40277778
10188,AFA,San Rafael Airport,-34.58777778,-68.40361111
10188,AFA,San Rafael Airport,-34.58777778,-68.40361111
10188,AFA,San Rafael Airport,-34.58777778,-68.40333333
10188,AFA,San Rafael Airport,-34.58777778,-68.40333333
10189,AFF,USAF Academy Airfield,38.96972222,-104.81277778
10189,AFF,USAF Academy Airfield,38.96972222,-104.81277778
10189,AFF,USAF Academy Airfield,38.96972222,-104.81250000
10189,AFF,USAF Academy Airfield,38.97416667,-104.81777778
10189,AFF,USAF Academy Airfield,38.97416667,-104.81777778
10190,AFK,Nebraska City Municipal,40.60555556,-95.86777778
10190,AFK,Nebraska City Municipal,40.60555556,-95.86777778
10190,AFK,Nebraska City Municipal,40.60638889,-95.86666667
10190,AFK,Nebraska City Municipal,40.60666667,-95.86666667
10190,AFK,Nebraska City Municipal,40.60666667,-95.86666667
10190,AFK,Nebraska City Municipal,40.60694444,-95.86583333
10191,AFO,Afton Municipal,42.70888889,-110.94222222
10191,AFO,Afton Municipal,42.71666667,-110.93333333
10192,AFP,Anson County,35.02055556,-80.07722222
10192,AFP,Anson County,35.02055556,-80.07722222
10192,AFP,Anson County,35.02388889,-80.08138889
10192,AFP,Anson County Jeff Cloud Field,35.02055556,-80.07722222
10192,AFP,Anson County Jeff Cloud Field,35.02055556,-80.07722222
10194,AFW,Fort Worth Alliance,32.98666667,-97.31750000
10194,AFW,Fort Worth Alliance,32.98750000,-97.31888889
10194,AFW,Fort Worth Alliance,32.98777778,-97.31888889
10194,AFW,Fort Worth Alliance,32.98777778,-97.31888889
10194,AFW,Fort Worth Alliance,32.98944444,-97.31944444
10194,AFW,Fort Worth Alliance,32.98944444,-97.31944444
10194,AFW,Fort Worth Alliance,32.99027778,-97.31944444
10194,AFW,Perot Field Fort Worth Alliance,32.99027778,-97.31944444
10195,AFY,Afyon Airport,38.72638889,30.60111111
10195,AFY,Afyon Airport,38.73500000,30.59555556
10196,AGA,Agadir/Inezgane,30.38055556,-9.54583333
10196,AGA,Inezgane,30.38138889,-9.54611111
10197,AGB,Augsburg Airport,48.42444444,10.93222222
10197,AGB,Augsburg Airport,48.42527778,10.93194444
10197,AGB,Muehlhausen,48.42611111,10.93305556
10198,AGC,Allegheny County,40.35444444,-79.93027778
10198,AGC,Allegheny County,40.35444444,-79.93027778
10198,AGC,Allegheny County,40.35444444,-79.92916667
10198,AGC,Allegheny County,40.35444444,-79.92916667
10198,AGC,Allegheny County,40.35472222,-79.93000000
10198,AGC,Allegheny County,40.35472222,-79.93000000
10199,AGF,Agen La Garenne,44.17388889,0.59305556
10199,AGF,Agen La Garenne,44.17388889,0.59305556
10199,AGF,Agen La Garenne,44.17472222,0.59055556
10199,AGF,Agen La Garenne,44.17472222,0.59055556
10199,AGF,La Garenne,44.17361111,0.59861111
10199,AGF,La Garenne,44.17388889,0.59305556
10199,AGF,La Garenne,44.17388889,0.59305556
10200,AGG,Angoram Airport,-4.06583333,144.07388889
10201,AGH,Angelholm,56.29111111,12.85500000
10201,AGH,Angelholm,56.29111111,12.85500000
10201,AGH,Angelholm,56.29166667,12.85500000
10201,AGH,Angelholm,56.29166667,12.85500000
10201,AGH,Angelholm-Helsingborg,56.29305556,12.86250000
10201,AGH,Angelholm-Helsingborg,56.29583333,12.84972222
10202,AGK,Kagua Airport,-6.40333333,143.84666667
10203,AGL,Wanigela Airport,-9.34027778,149.15527778
10203,AGL,Wanigela Airport,-9.33750000,149.15555556
10204,AGN,Angoon Seaplane Base,57.50388889,-134.58333333
10205,AGP,Malaga Airport,36.67166667,-4.49805556
10205,AGP,Malaga Airport,36.67500000,-4.49916667
10205,AGP,Malaga Airport,36.67500000,-4.49916667
10205,AGP,Malaga Airport,36.67972222,-4.49583333
10205,AGP,Malaga Airport,36.67972222,-4.49583333
10205,AGP,Malaga Airport,36.68000000,-4.49583333
10205,AGP,Malaga Costa del Sol,36.68000000,-4.49583333
10205,AGP,Malaga Costa del Sol,36.68000000,-4.49583333
10206,AGQ,Agrinion Airport,38.60194444,21.35111111
10206,AGQ,Agrinion New,38.60416667,21.35194444
10207,AGR,Agra Airport,27.15777778,77.96083333
10207,AGR,Agra Airport,27.15833333,77.96277778
10208,AGS,Augusta Regional at Bush Field,33.36916667,-81.96444444
10208,AGS,Augusta Regional at Bush Field,33.37000000,-81.96444444
10208,AGS,Bush Field,33.36916667,-81.96444444
10209,AGT,Guarani International,-25.45555556,-54.84361111
10210,AGU,Aguascalientes International,21.70555556,-102.31777778
10210,AGU,Jesus Teran International,21.70083333,-102.31805556
10210,AGU,Jesus Teran International,21.70555556,-102.31777778
10210,AGU,Jesus Teran International,21.70555556,-102.31777778
10211,AGV,Oswaldo Guevara Mujica,9.55222222,-69.23333333
10211,AGV,Oswaldo Guevara Mujica,9.55333333,-69.23750000
10212,AGX,Agatti Island Airport,10.83333333,72.20000000
10213,AHA,Naha AB,26.19194444,127.64777778
10214,AHB,Abha Airport,18.23861111,42.65500000
10214,AHB,Abha Airport,18.24027778,42.65638889
10214,AHB,Abha Airport,18.24027778,42.65638889
10214,AHB,Abha Airport,18.24027778,42.65666667
10214,AHB,Abha Airport,18.24027778,42.65666667
10215,AHD,Ardmore Airport,34.14694444,-97.12277778
10215,AHD,Ardmore Downtown Executive,34.14694444,-97.12277778
10216,AHN,Athens Municipal,33.94833333,-83.32694444
10216,AHN,Athens/Ben Epps,33.94861111,-83.32638889
10216,AHN,Athens/Ben Epps,33.94861111,-83.32638889
10216,AHN,Athens/Ben Epps,33.94861111,-83.32583333
10216,AHN,Athens/Ben Epps,33.94861111,-83.32583333
10217,AHO,Alghero,40.63055556,8.28888889
10217,AHO,Alghero,40.63222222,8.29083333
10217,AHO,Alghero,40.63222222,8.29083333
10217,AHO,Alghero,40.63222222,8.29083333
10217,AHO,Alghero Fertilia,40.63222222,8.29083333
10217,AHO,Alghero Fertilia,40.63222222,8.29083333
10218,AHS,Ahuas Airport,15.47277778,-84.35305556
10218,AHS,Ahuas Airport,15.47277778,-84.35305556
10218,AHS,Ahuas Airport,15.47277778,-84.35138889
10218,AHS,Auas,15.47277778,-84.35305556
10218,AHS,Auas,15.47277778,-84.35305556
10219,AHT,Amchitka,51.37861111,179.25861111
10220,AHU,Cherif El Idrissi International,35.17722222,-3.83944444
10220,AHU,Cherif El Idrissi International,35.17972222,-3.83694444
10221,AIA,Alliance Municipal,42.05166667,-102.80666667
10221,AIA,Alliance Municipal,42.05333333,-102.80388889
10221,AIA,Alliance Municipal,42.05333333,-102.80388889
10221,AIA,Alliance Municipal,42.05333333,-102.80361111
10221,AIA,Alliance Municipal,42.05333333,-102.80361111
10222,AIB,Anita Bay Airport,56.19000000,-132.44583333
10223,AID,Anderson Municipal-Darlington Field,40.10861111,-85.61305556
10223,AID,Anderson Municipal-Darlington Field,40.10861111,-85.61305556
10224,AIK,Aiken Municipal,33.64944444,-81.68500000
10224,AIK,Aiken Municipal,33.65000000,-81.68472222
